Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
4119;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;GARGANTILLA;CALLE;5;;;GARGANTILLA, 5.;440411,375;4472484;SI;62;440301,962;4472276,525;-3.703484681;40.39904969
4123;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;COBOS DE SEGOVIA;CALLE;7;;;COBOS DE SEGOVIA, 7;439107;4473180,5;SI;62;438997,596;4472973,037;-3.718921298;40.4052297
4163;;MARQUESINA MOD XXI 5-M STD;BARAJAS;PLAYA DE BARLOVENTO;CALLE;0;FTE. C/PLAYA DE ZARAUZ;GTA. PLAYA SAN LOREN;PLAYA DE BARLOVENTO, CALLE Nº0 FTE. C/PLAYA DE ZARAUZ GTA. PLAYA SAN LOREN;449803,6875;4480657,5;SI;151, SE BARAJAS - HOSPITAL RAMON Y CAJAL;449694,274;4480449,916;-3.593454905;40.47330106
4174;;MARQUESINA MOD XXI 5-M STD;PUENTE DE VALLECAS;VILLAVERDE A VALLECAS;CTRA;0;DESP Cº AL BARRIO DE LA CELSA;C/ EMBAJADORES;VILLAVERDE A VALLECAS, CTRA Nº0 DESP Cº AL BARRIO DE LA CELSA C/ EMBAJADORES;443766,1875;4469001,5;SI;T32;443656,728;4468793,981;-3.663645838;40.36791061
4180;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;PESETA (DE LA);AV;;DESP. Cº DE LOS MORALES;CRTA.BARRIO FORTUNA;PESETA (DE LA), AV Nº DESP. Cº DE LOS MORALES CRTA.BARRIO FORTUNA;435826,5625;4468485;SI;118;435717,15;4468277,554;-3.757106316;40.36268423
4186;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;CALDERILLA;CALLE;;ANTES C/ THALER;C/ THALER;CALDERILLA, CALLE Nº ANTES C/ THALER C/ THALER;437412,9375;4468746;SI;118, N16;437303,512;4468538,541;-3.738449198;40.36515606
4187;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;CALDERILLA;CALLE;;ANTES C/ REAL;C/ REAL;CALDERILLA, CALLE Nº ANTES C/ REAL  C/ REAL;437240,625;4468540,5;SI;118, N16;437131,199;4468333,042;-3.740458374;40.36329186
4223;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO;CALLE;;DESP C/ TALAMANCA DEL JARAMA;AV VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO, CALLE Nº DESP C/ TALAMANCA DEL JARAMA AV VILLA DE VALLECAS;447411,5;4468914;SI;142;447302,02;4468706,43;-3.620703473;40.36736034
4232;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;PINTOR ROSALES;Pº;;FTE Nº 54;C/ BAILEN;PINTOR ROSALES, Pº Nº FTE Nº 54 C/ BAILEN;438797,4688;4475932,5;SI;21;438688,076;4475725,047;-3.722833784;40.4299982
4279;;MARQUESINA MOD XXI 5-M STD;PUENTE DE VALLECAS;UNIVERSIDAD POLITECNICA;;0;JTO CPEE VALLECAS;N - III;UNIVERSIDAD POLITECNICA Nº0 JTO CPEE VALLECAS N - III;446550,8438;4471237,5;SI;E;446441,385;4471029,947;-3.631035242;40.38823722
4280;;MARQUESINA MOD XXI 5-M STD;PUENTE DE VALLECAS;UNIVERSIDAD POLITECNICA;;0;FTE INSTITUTO POLITECNICO F.P.;N - III;UNIVERSIDAD POLITECNICA Nº0 FTE INSTITUTO POLITECNICO F.P. N - III;446681,9375;4471126,5;SI;E;446572,477;4470918,945;-3.62948144;40.38724566
4281;;MARQUESINA MOD XXI 5-M REDUCIDA;PUENTE DE VALLECAS;UNIVERSIDAD POLITECNICA;;0;DESP. C/ ARBOLEDA;N - III;UNIVERSIDAD POLITECNICA Nº0 DESP. C/ ARBOLEDA N - III;446897,4688;4471279;SI;E;446788,008;4471071,442;-3.626954859;40.38863325
4291;;MARQUESINA MOD XXI 4-M STD;MONCLOA-ARAVACA;PROFESOR ARANGUREN;CALLE;0;ESQ PARANINFO;REINA VICTORIA;PROFESOR ARANGUREN, CALLE Nº0 ESQ PARANINFO REINA VICTORIA;438315,9375;4477955,5;SI;F;438206,556;4477748,058;-3.728706864;40.44818659
4293;;MARQUESINA MOD XXI 5-M STD;TETUAN;MARQUES DE VIANA;CALLE;85;DESP Pº DE LA DIRECCION (2ª MARQ);C/ BRAVO MURILLO;MARQUES DE VIANA, CALLE Nº85 DESP Pº DE LA DIRECCION C/ BRAVO MURILLO;440301,5;4479703;SI;11;440192,113;4479495,544;-3.705457473;40.46407378
4301;;MARQUESINA MOD XXI 4-M STD;LATINA;MAQUEDA;CALLE;45;ESQ C/ TEMBLEQUE;C/ ESCALONA;MAQUEDA, CALLE Nº45 ESQ C/ TEMBLEQUE C/ ESCALONA;435318;4471750;SI;H;435208,621;4471542,568;-3.763427014;40.39205739
4302;;MARQUESINA MOD XXI 5-M STD;LATINA;CARABANCHEL A ARAVACA;CTRA;52;PROX C/ AYLLON (2ª MARQ);ARAVACA;CARABANCHEL A ARAVACA, CTRA Nº52 PROX C/ AYLLON ARAVACA;434408;4472329;SI;H;434298,631;4472121,58;-3.774208313;40.39720204
4303;;MARQUESINA MOD XXI 4-M STD;LATINA;PADRE PIQUER;AV;10;FTE CARREFOUR EXPRESS;AV DE LOS POBLADOS;PADRE PIQUER, AVD Nº10 FTE CARREFOUR EXPRESS AV DE LOS POBLADOS;434898,25;4472048;SI;H;434788,876;4471840,573;-3.768402995;40.39470917
4309;;MARQUESINA MOD XXI 4-M STD;MONCLOA-ARAVACA;PADRE HUIDOBRO;AV;0;JTO COL. MATER SALVATORIS KM 9;CORUÑA;PADRE HUIDOBRO, AVD Nº0 JTO COL. MATER SALVATORIS KM 9 CORUÑA;434883;4479558;SI;162;434773,648;4479350,603;-3.769352005;40.46236046
4317;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;;DESPUES CALLE ANTONIO GADES;AV DE LA GAVIA;ENSANCHE DE VALLECAS, AV Nº 79, DESP. CALLE ANTONIO GADES AV DE LA GAVIA;449465,8125;4468375,5;SI;142;449356,322;4468167,895;-3.596464797;40.36263621
4318;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;RAFAEL DE LEON;CALLE;;FTE COLEGIO GREDOS SAN DIEGO;AV DE LAS SUERTES;RAFAEL DE LEON, CALLE FTE COLEGIO GREDOS SAN DIEGO AV DE LAS SUERTES;449156,5938;4468766;SI;142;449047,107;4468558,4;-3.600137706;40.36613532
4358;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;CONDE DE PEÑALVER;CALLE;80;ESQ C/ JUAN BRAVO;C/ FRANCISCO SILVELA;CONDE DE PEÑALVER, CALLE Nº80 ESQ C/ JUAN BRAVO C/ FRANCISCO SILVELA;442867;4476213;SI;61;442757,582;4476005,505;-3.67488381;40.43281463
4360;;MARQUESINA MOD XXI 4-M STD;RETIRO;JUAN ESPLANDIÚ;;0;PROX C/ALCALDE SAINZ DE BARANDA;C/ALCALDE SAINZ DE B;JUAN ESPLANDIÚ Nº0 PROX C/ALCALDE SAINZ DE BARANDA C/ALCALDE SAINZ DE B;443719;4474652;SI;215;443609,573;4474444,491;-3.664701034;40.41881042
4362;;MARQUESINA MOD XXI 4-M STD;RETIRO;JUAN ESPLANDIÚ;;;JUNTO C/ ODONELL;C/ALCALDE SAINZ BAR;JUAN ESPLANDIÚ Nº JUNTO C/ ODONELL  C/ALCALDE SAINZ BAR;443978;4474634;SI;215;443868,572;4474426,488;-3.66164662;40.41866574
4365;;MARQUESINA MOD XXI 4-M STD;RETIRO;JUAN ESPLANDIÚ;;4;-;C/ALCALDE SAINZ BARA;JUAN ESPLANDIÚ Nº4 - C/ALCALDE SAINZ BARA;443879;4474412;SI;215;443769,572;4474204,489;-3.662793939;40.41665917
4371;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;HACIENDA DE PAVONES;CALLE;0;FTE Nº 215;BULEVAR JOSÉ PRAT;HACIENDA DE PAVONES, CALLE Nº0 FTE Nº 215 BULEVAR JOSÉ PRAT;446194,8125;4472627;SI;71, E4;446085,363;4472419,454;-3.635347317;40.40073179
4389;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;POBLADURA DEL VALLE;CALLE;0;ESQ C/ SOLERIA;AV AJALVIR A VICALVA;POBLADURA DEL VALLE, CALLE Nº0 ESQ C/ SOLERIA AV AJALVIR A VICALVA;448099;4475629;SI;48, 153;447989,557;4475421,428;-3.613153446;40.42789661
4393;;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;ALBAIDA;CALLE;0;DESP. AV AJALVIR A VICALVARO;C/ ALBERIQUE;ALBAIDA, CALLE Nº0 DESP. AV AJALVIR A VICALVARO C/ ALBERIQUE;448143;4476312;SI;38, 153, 165;448033,561;4476104,429;-3.61269047;40.43405224
4395;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;FUENTE CARRANTONA;CALLE;;DESP AV DR. GARCIA TAPIA;SAN BLAS;FUENTE CARRANTONA, CALLE Nº DESP AV DR. GARCIA TAPIA SAN BLAS;446592;4473466;SI;140;446482,551;4473258,45;-3.630737307;40.4083156
4400;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;GUADALAJARA;AV;35;ANTES C/ SAN ROMAN DEL VALLE 1MARQ.;PZ.ALSACIA;GUADALAJARA,  AV. Nº35 ANTES C/ SAN ROMAN DEL VALLE 1MARQ. PZ.ALSACIA;447500;4474722;SI;106, 140, N7, SE ALSACIA - CAÑAVERAL;447390,554;4474514,437;-3.620139967;40.41968821
4407;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SUECIA;CALLE;12;ESQ C/ SAN MARINO;C/ Mª SEVILLA DIAGO;SUECIA, CALLE Nº12 ESQ C/ SAN MARINO C/ Mª SEVILLA DIAGO;448445,9375;4474973,5;SI;140, 153, E2;448336,491;4474765,921;-3.609010353;40.42201304
4411;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SUECIA;CALLE;0;ESQ Pº DE GINEBRA;C/ MªSEVILLA DIAGO;SUECIA, CALLE Nº0 ESQ Pº DE GINEBRA C/ MªSEVILLA DIAGO;448879,5;4475205,5;SI;140, 153, E2;448770,053;4474997,914;-3.603918313;40.4241298
4413;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SUECIA;CALLE;;FTE Nº 45;C/ Mª SEVILLA DIAGO;SUECIA, CALLE Nº FTE Nº 45 C/ Mª SEVILLA DIAGO;448853;4475488;SI;38, 140, N6;448743,555;4475280,415;-3.604253423;40.42667311
4416;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SUECIA;CALLE;67;ESQ  C/ MANCHESTER;C/ AQUITANIA;SUECIA, CALLE Nº67 ESQ  C/ MANCHESTER C/ AQUITANIA;448779,3125;4475772,5;SI;140, E2, N6;448669,869;4475564,917;-3.605145012;40.42923153
4418;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SUECIA;CALLE;0;Nº 77 B;C/ AQUITANIA;SUECIA, CALLE Nº0 Nº 77 B C/ AQUITANIA;448716;4476094;SI;140;448606,558;4475886,419;-3.60591734;40.4321239
4420;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;MARIA SEVILLA DIAGO;CALLE;24;-;SUECIA;MARIA SEVILLA DIAGO , CALLE Nº24 - SUECIA;448597,5625;4476226,5;SI;140;448488,122;4476018,921;-3.607324368;40.43331023
4429;;MARQUESINA MOD XXI 4-M REDUCIDA;CIUDAD LINEAL;LOPEZ DE ARANDA;CALLE;15;ESQ C/GENERAL ARANAZ;C/ ARTUROSORIA;LOPEZ DE ARANDA, CALLE Nº15 ESQ C/GENERAL ARANAZ C/ ARTUROSORIA;445940,625;4477275;SI;146;445831,197;4477067,464;-3.63873779;40.44258722
4431;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;LOPEZ DE ARANDA;CALLE;;ESQ ANTIOQUIA;C/ ARTURO SORIA;LOPEZ DE ARANDA, CALLE Nº ESQ ANTIOQUIA C/ ARTURO SORIA;446192;4477421;SI;146;446082,572;4477213,461;-3.635786146;40.44391878
4433;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;TAMPICO;CALLE;81;ESQ.C/Mª LOMBILLO;C/ALCALA;TAMPICO, CALLE Nº81 ESQ.C/Mª LOMBILLO C/ALCALA;446207,8125;4477532,5;SI;146;446098,386;4477324,962;-3.635609137;40.44492425
4437;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;PRADERA DE LOS CORRALILLOS;GTA;0;ESQ C/ SENDA DEL INFANTE;C/SENDA INFANTE;C/SENDA INFANTE ANT GTA PRADERA DE LOS CORRALILLOS-GTA PRADERA DE LOS CORRALILLOS;439135,1563;4482437,5;SI;64;439025,79;4482230,068;-3.719476679;40.48862246
4441;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;ALBERIQUE;CALLE;;DESP  C/ALCONERA;AV HELLIN;ALBERIQUE, CALLE Nº DESP  C/ALCONERA AV HELLIN;447739;4475793;SI;38;447629,559;4475585,435;-3.617410853;40.42935148
4444;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;JULIA GARCIA BOUTAN;CALLE;0;DESP Nº 29;AV CANILLEJAS A VICA;JULIA GARCIA BOUTAN, CALLE Nº0 DESP Nº 29 AV CANILLEJAS A VICA;448639;4475891;SI;38, N6;448529,557;4475683,42;-3.606808722;40.4302904
4448;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SOFIA;CALLE;64;ESQ C/ BELGICA;JULIA GARCIA BOUTAN;SOFIA, CALLE Nº64 ESQ C/ BELGICA JULIA GARCIA BOUTAN;449085;4475851;SI;38;448975,556;4475643,412;-3.601547569;40.42995748
4450;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SOFIA;CALLE;52;-;MARIA SEVILLA DIAGO;SOFIA, CALLE Nº52 - MARIA SEVILLA DIAGO;449126;4475617;SI;38;449016,554;4475409,411;-3.601045488;40.42785196
4451;;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;GUADALAJARA;AV;;ESQ Pº GINEBRA;AV DE NIZA;GUADALAJARA,  AV. Nº ESQ Pº GINEBRA AV DE NIZA;448711,5313;4475302;SI;38, N6;448602,085;4475094,417;-3.60590612;40.42498879
4462;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;ASCAO;CALLE;0;ESQ C/ GUTIERREZ DE CETINA.;AV. INSTITUCION LIBRE DE ENSEÑANZA;ASCAO, CALLE Nº0 ESQ C/ GUTIERREZ DE CETINA. AV. INSTITUCION LIBRE DE ENSEÑANZA;445704;4475867;SI;28, 109, N6;445594,567;4475659,466;-3.641407565;40.42988775
4474;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;AGUSTIN GONZALEZ;PZA;;ANTES C/ JOSE Mª DE PEREDA;C/ ALCALA;AGUSTIN GONZALEZ, PZA Nº ANTES C/ JOSE Mª DE PEREDA C/ ALCALA;445208;4475616;SI;15;445098,569;4475408,472;-3.647233252;40.42759407
4475;;MARQUESINA MOD XXI 4-M REDUCIDA;MORATALAZ;CORREGIDOR SANCHO DE CORDOBA;PZA;7;ESQ C/ ARROYO DE LAS PILILLAS;C/ ENTREARROYOS;C/ ENTREARROYOS DESP PLAZA CORREGIDOR SANCHO DE CORDOBA;444662,1563;4473420,5;SI;30, 32, N8;444552,719;4473212,977;-3.653476925;40.40777963
4496;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;BRAVO MURILLO;CALLE;55;ESQ C/ RIOS ROSAS;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº55 ESQ C/ RIOS ROSAS GTA QUEVEDO;440384,5;4477228,5;SI;3, 37, 149, N23;440275,1;4477021,034;-3.704246148;40.44178843
4504;;MARQUESINA MOD XXI 4-M STD;LATINA;LAS AGUILAS;AV;3;ESQ. AV. RAFAEL FINA;AV. DE LOS POBLADOS;LAS AGUILAS, AV. Nº3 ESQ. AV. RAFAEL FINA AV. DE LOS POBLADOS;435129,7188;4470884;SI;139;435020,336;4470676,567;-3.765557155;40.38424147
4505;;MARQUESINA MOD XXI 4-M STD;LATINA;LAS AGUILAS;AV;;JUNTO JUNTA MUNICIPAL DISTRITO;AV AVIACION;LAS AGUILAS, AV. Nº JUNTO JUNTA MUNICIPAL DISTRITO AV AVIACION;435241;4470952;SI;17, 117, 139, 155;435131,617;4470744,566;-3.764253097;40.3848627
4508; ;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;VALCARLOS;CALLE; ;DESP C/SANTO DOMINGO DE LA CALZADA;SAN JUAN ORTEGA;C/ VALCARLOS DESP C/ SANTO DOMINGO DE LA CALZADA SAN JUAN ORTEGA;443703,3125;4484150,5;SI;175;443593,935;4483943,019;-3.665728574;40.50437634
4510; ;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;JUAN IGNACIO LUCA TENA;CALLE;21;-;C/ JOSEFA VALCARCEL;JUAN IGNACIO LUCA TENA, CALLE Nº 21 C/JOSEFA VALCARCEL;446808,5938;4477864,5;SI;146;446699,166;4477656,955;-3.62855276;40.44795376
4516;;MARQUESINA MOD XXI 4-M REDUCIDA;MORATALAZ;VALDEBERNARDO;CALLE;0;ESQ. C/HACIENDA DE PAVONES;LUIS DE HOYOS SAINZ;VALDEBERNARDO, CALLE Nº0 ESQ. C/HACIENDA DE PAVONES LUIS DE HOYOS SAINZ;446458;4472482;SI;8, 20;446348,548;4472274,45;-3.632233746;40.39944251
4518;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;YESERIAS;Pº;;FTE C/ MELILLA;PZA LEGAZPI;YESERIAS, Pº Nº FTE C/ MELILLA PZA LEGAZPI;439767;4472548;SI;18, N12;439657,591;4472340,53;-3.71108368;40.39957986
4520;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;VIRGEN DE LLUC;CALLE;60;ANTES C/ ARGENTINA;C/ ARTURO SORIA;VIRGEN DE LLUC, CALLE ANTES C/ ARGENTINA C/ ARTURO SORIA;445024;4476466;SI;21;444914,573;4476258,476;-3.64947587;40.4352392
4524;;MARQUESINA MOD XXI 5-M STD;USERA;CRISTO DE LA VICTORIA;CALLE;64;ESQ. C/ DEL OLVIDO;AV. RAFAELA YBARRA;CRISTO DE LA VICTORIA, CALLE Nº64 ESQ. C/ DEL OLVIDO AV. RAFAELA YBARRA;440536,5;4470534;SI;78;440427,075;4470326,521;-3.701828212;40.38149203
4530;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;SAN ROMUALDO;CALLE;;FTE C/ ALBASANZ;C/ ALCALA;SAN ROMUALDO, CALLE Nº FTE C/ ALBASANZ C/ ALCALA;447396,8438;4476851,5;SI;105;447287,409;4476643,942;-3.621532126;40.43886551
4534;;MARQUESINA MOD XXI 4-M STD;LATINA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CALLE;0;ESQ C/ GOTARRENDURA;C/ SEPULVEDA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE Nº0 ESQ C/ GOTARRENDURA C/ SEPULVEDA;437639;4472840;SI;119;437529,604;4472632,548;-3.736187497;40.40205364
4536;;MARQUESINA MOD XXI 4-M STD;LATINA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CALLE;10;ESQ C/ CHISPEROS;C/ SEPULVEDA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE Nº10 ESQ C/ CHISPEROS C/ SEPULVEDA;438055,0938;4472961;SI;119;437945,696;4472753,545;-3.731296073;40.40317473
4537;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;VALDEBERNARDO;CALLE;0;FTE Nº 23;C/ LUIS  HOYOS SAINZ;VALDEBERNARDO, CALLE Nº0 FTE Nº 23 C/ LUIS  HOYOS SAINZ;446482;4472585;SI;32;446372,548;4472377,45;-3.631959597;40.40037194
4541;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;CEA BERMUDEZ;CALLE;68;ESQ C/ SAN GABRIEL;PZA CRISTO REY;CEA BERMUDEZ, CALLE Nº68 ESQ C/ SAN GABRIEL PZA CRISTO REY;439393;4476978;SI;12;439283,607;4476770,544;-3.7159129;40.43946012
4543;;MARQUESINA MOD XXI 4-M REDUCIDA;LATINA;OCAÑA;CALLE;23;CALLEJON DE OCAÑA;C/ MAQUEDA;OCAÑA, CALLE Nº23 CALLEJON DE OCAÑA C/ MAQUEDA;436004;4470873;SI;17, N26;435894,608;4470665,558;-3.755256395;40.38421001
4547;;MARQUESINA MOD XXI 4-M STD;VICALVARO;ARTILLEROS (DE LOS);Pº;;JTO.UNIVERSIDAD;C/SAN CIPRIANO;ARTILLEROS (DE LOS), Pº Nº JTO.UNIVERSIDAD C/SAN CIPRIANO;448400;4473218;SI;100;448290,544;4473010,419;-3.609409446;40.40619551
4548;;MARQUESINA MOD XXI 4-M STD;VICALVARO;ARTILLEROS (DE LOS);Pº;3;ESQ. C/ VILLABLANCA;PZA. VICALVARADA;ARTILLEROS (DE LOS), Pº Nº3 ESQ. C/ VILLABLANCA PZA. VICALVARADA;448400,6563;4473522,5;SI;100, 106, N7;448291,201;4473314,92;-3.609426404;40.40893869
4556;;MARQUESINA MOD XXI 5-M STD;VICALVARO;SAN CIPRIANO;CALLE;51;FTE C/ CAÑOS DE SAN PEDRO;Pº ARTILLEROS;SAN CIPRIANO, CALLE Nº51  FTE C/ CAÑOS DE SAN PEDRO Pº ARTILLEROS;449010;4472983;SI;4, 106;448900,54;4472775,408;-3.602201819;40.40411607
4560;;MARQUESINA MOD XXI 4-M STD;VICALVARO;VILLABLANCA;CALLE;15;ESQ C/MANANTIALES;PZA DE VICALVARADA;VILLABLANCA, CALLE Nº15  ESQ C/MANANTIALES PZA DE VICALVARADA;448607,9063;4473496;SI;100, SE ALSACIA - CAÑAVERAL;448498,45;4473288,416;-3.606981742;40.40871278
4571;;MARQUESINA MOD XXI 5-M STD;VICALVARO;FORGES;CALLE;2;ESQ. C/ JARDIN DE LA DUQUESA;C/ SAN CIPRIANO;FORGES, CALLE Nº2 ESQ. C/ JARDIN DE LA DUQUESA C/ SAN CIPRIANO;448971;4473120;SI;106;448861,541;4472912,409;-3.602672401;40.40534786
4576;;MARQUESINA MOD XXI 5-M STD;VICALVARO;CASALARREINA;CALLE;0;ESQ. PZA. ALOSNO;PZA VICALVARADA;CASALARREINA, CALLE Nº0 ESQ. PZA. ALOSNO PZA VICALVARADA;447788,5938;4473237,5;SI;100, 130;447679,14;4473029,93;-3.616616403;40.40633305
4583;;MARQUESINA MOD XXI 4-M REDUCIDA;MONCLOA-ARAVACA;GOLONDRINA;CALLE;;FTE  C/ VIRGEN DE LOS ROSALES;C/ROSAS DE ARAVACA;GOLONDRINA, CALLE Nº FTE  C/ VIRGEN DE LOS ROSALES C/ROSAS DE ARAVACA;433525;4478547;SI;160, 161;433415,653;4478339,613;-3.785262765;40.45314556
4594;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;ARROYO DE FONTARRON;CALLE;165;ANT C/ ENCOMIENDA DE PALACIOS;PZA DEL  ENCUENTRO;ARROYO DE FONTARRON, CALLE Nº165 ANTES C/ ENCOMIENDA DE PALACIOS PZA DEL  ENCUENTRO;445309,9063;4472416;SI;63, N9;445200,461;4472208,467;-3.645756815;40.39877331
4595;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;CAMINO VIEJO DE LEGANES;;188;ANTES AV ABRANTES;AV ABRANTES;CAMINO VIEJO DE LEGANES Nº188 ANTES AV ABRANTES AV ABRANTES;437774;4470046;SI;118, N16;437664,585;4469838,54;-3.734323697;40.37689412
4598;;MARQUESINA MOD XXI 4-M STD;PUENTE DE VALLECAS;PARQUE PALOMERAS BAJAS;AV;0;DESP. C/ ROMEO Y JULIETA;AV BUENOS AIRES;PARQUE PALOMERAS BAJAS, AVD Nº0 DESP. C/ ROMEO Y JULIETA AV BUENOS AIRES;443962,1563;4470367;SI;57, 144;443852,708;4470159,482;-3.661457747;40.38022508
4600;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;GRAN VIA DE HORTALEZA;;0;ESQ C/ LOPEZ DE HOYOS;M - 30;GRAN VIA DE HORTALEZA Nº0 ESQ C/ LOPEZ DE HOYOS M - 30;444708,4688;4480017;SI;87;444599,062;4479809,49;-3.653505176;40.46720749
4601;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;ARROYO DE FONTARRON;CALLE;115;ANT ENCOMIENDA PALACIOS 50 M.;PZA ENCUENTRO;ARROYO DE FONTARRON, CALLE Nº115 ANTES ENCOMIENDA PALACIOS 50 M. PZA ENCUENTRO;445222;4472510;SI;63, 143, N9;445112,556;4472302,468;-3.646800749;40.39961434
4611;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;CANILLEJAS A VICALVARO;AV;0;DESP. C/ SUECIA (2ª MARQ);C/ ALCALA;CANILLEJAS A VICALVARO, AV. Nº0 DESP. C/ SUECIA (2ª MARQ) C/ ALCALA;448263;4474946;SI;4, 106, 140, 153, N7, SE ALSACIA - CAÑAVERAL;448153,553;4474738,424;-3.611164521;40.42175394
4617;;MARQUESINA MOD XXI 4-M STD;USERA;PARQUE DE LA PALOMA;CALLE;0;FTE AL Nº 16;AV. RAFAELA  YBARRA;PARQUE DE LA PALOMA, CALLE Nº0 FRENTE AL Nº 16 AV. RAFAELA  YBARRA;439515,5625;4470185;SI;78;439406,14;4469977,527;-3.713822095;40.37827456
4619;;MARQUESINA MOD XXI 5-M STD;USERA;AVENA;CALLE;0;FTE Nº 2;C/CAMPO DE LA PALOMA;AVENA, CALLE Nº0 FTE Nº 2 C/CAMPO DE LA PALOMA;439354,375;4470134;SI;78;439244,952;4469926,528;-3.715715996;40.37780341
4620;;MARQUESINA MOD XXI 4-M STD;USERA;AVENA;CALLE;24;ESQ C/RICARDO BELTRAN Y ROZPIDE;RICARDO BELTRAN Y RO;AVENA, CALLE Nº24 ESQ C/RICARDO BELTRAN Y ROZPIDE RICARDO BELTRAN Y RO;439336,3125;4469932;SI;78;439226,888;4469724,528;-3.715909538;40.37598237
4624;;MARQUESINA MOD XXI 4-M STD;USERA;GRAN AVENIDA;CALLE;2;Bº MESETA ORCASITAS;C/ CAMPOTEJAR;GRAN AVENIDA, CALLE Nº2 Bº MESETA ORCASITAS  C/ CAMPOTEJAR;439777,9688;4469201,5;SI;78, 81, 116, N15;439668,534;4468994,023;-3.710638081;40.36943369
4633;;MARQUESINA MOD XXI 4-M STD;LATINA;OLIVOS (DE LOS);Pº;0;ESQ C/ CARAMUEL;SALVADOR CRESPO;OLIVOS (DE LOS), Pº Nº0 ESQ C/ CARAMUEL SALVADOR CRESPO;438102,5;4473379;SI;138, N18;437993,103;4473171,546;-3.730778089;40.40694378
4637;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;AQUITANIA;CALLE;26;DESP C/ NUREMBERG;C/ SUECIA;AQUITANIA, CALLE Nº26 DESP C/ NUREMBERG C/ SUECIA;447872;4474705;SI;106, 140, E2, N7, SE ALSACIA - CAÑAVERAL;447762,553;4474497,431;-3.615753719;40.41955845
